CurTime,logDuration,capVoltage,timesinceMovement,timePresent,personPresent
18:38:15,0:4:22,0.18,2.05,2.3,0
18:38:15,0:4:23,0.18,2.05,2.3,0
18:38:16,0:4:23,0.18,2.06,2.3,0
18:38:16,0:4:24,0.17,2.06,2.3,0
18:38:17,0:4:24,0.17,2.06,2.3,0
18:38:17,0:4:25,0.17,2.08,2.3,0
18:38:18,0:4:25,0.17,2.08,2.3,0
18:38:18,0:4:26,0.17,2.1,2.3,0
18:38:19,0:4:26,0.17,2.1,2.3,0
18:38:19,0:4:27,0.17,2.12,2.3,0
18:38:20,0:4:27,0.17,2.12,2.3,0
18:38:20,0:4:28,0.17,2.13,2.3,0
18:38:21,0:4:28,0.17,2.13,2.3,0
18:38:21,0:4:29,0.17,2.15,2.3,0
18:38:22,0:4:29,0.17,2.15,2.3,0
18:38:22,0:4:30,0.17,2.17,2.3,0
18:38:23,0:4:30,0.17,2.17,2.3,0
18:38:23,0:4:31,0.17,2.18,2.3,0
18:38:24,0:4:31,0.17,2.18,2.3,0
18:38:24,0:4:32,0.17,2.2,2.3,0
18:38:25,0:4:32,0.17,2.2,2.3,0
18:38:25,0:4:33,0.17,2.22,2.3,0
18:38:26,0:4:33,0.17,2.22,2.3,0
18:38:26,0:4:34,0.17,2.23,2.3,0
18:38:27,0:4:34,0.17,2.23,2.3,0
18:38:27,0:4:35,0.17,2.25,2.3,0
18:38:28,0:4:35,0.17,2.25,2.3,0
18:38:28,0:4:36,0.17,2.27,2.3,0
18:38:29,0:4:36,0.17,2.27,2.3,0
18:38:29,0:4:36,0.17,2.28,2.3,0
18:38:30,0:4:37,0.17,2.28,2.3,0
18:38:30,0:4:37,0.17,2.3,2.3,0
18:38:31,0:4:38,0.17,2.3,2.3,0
18:38:31,0:4:38,0.16,2.32,2.3,0
18:38:32,0:4:39,0.16,2.32,2.3,0
18:38:32,0:4:39,0.16,2.33,2.3,0
18:38:33,0:4:40,0.16,2.33,2.3,0
18:38:33,0:4:40,0.17,2.35,2.3,0
